N	F0	m	d_ms	d0	v0	prob	collision
4	3099	1626	246	16	101	0.170	0
4	4835	639	261	5	81	0.310	1
5	3406	1855	356	14	109	0.450	0
6	725	1588	446	19	67	0.310	0
6	1505	1444	174	17	111	0.170	0
5	3671	1389	293	18	56	0.070	0
6	1438	900	453	14	95	0.100	0
5	2697	566	254	6	71	0.420	1
8	941	1921	187	6	78	0.010	0
3	1530	603	54	18	95	0.200	0
7	4503	1445	176	7	103	0.160	1
3	2551	1728	399	6	100	0.180	1
6	4243	730	22	17	88	0.390	0
3	1728	690	361	10	50	0.160	0
8	151	758	69	9	71	0.380	0
8	1364	674	411	14	105	0.320	0
6	2698	1765	101	17	118	0.430	0
4	4272	1290	70	6	80	0.330	0
8	4306	1289	385	5	50	0.350	1
5	1225	1742	152	15	64	0.310	0
7	2888	1073	4	7	75	0.020	0
7	3285	1971	411	16	75	0.220	0
5	2386	1191	119	16	84	0.150	0
8	460	613	155	8	82	0.120	0
5	2865	1208	486	7	99	0.480	1
3	1888	1595	175	10	112	0.300	0
5	4005	968	207	12	77	0.050	0
3	4653	677	168	7	83	0.180	0
6	3969	1632	161	6	95	0.330	1
5	420	623	297	19	54	0.130	0
6	4335	1133	471	15	119	0.460	1
5	3988	723	153	18	119	0.260	0
6	677	1491	42	14	61	0.050	0
4	1082	1060	441	13	82	0.220	0
4	4489	508	240	14	94	0.170	0
8	1012	1382	433	10	74	0.060	0
5	4334	1538	239	11	67	0.390	0
3	974	1038	272	9	72	0.320	0
8	1432	1600	103	19	88	0.460	0
8	1891	591	33	13	117	0.090	0
7	3376	519	21	10	52	0.050	0
8	3621	1215	346	8	84	0.450	1
7	1011	1673	209	16	78	0.150	0
4	1213	1800	243	16	114	0.470	0
5	1645	1247	150	11	99	0.430	0
4	1136	964	327	10	59	0.240	0
7	1393	1285	401	14	99	0.430	0
3	3571	1474	263	7	115	0.070	1
6	1168	1266	122	11	100	0.060	0
7	1276	1757	295	6	51	0.240	0
4	4610	1986	294	11	79	0.320	0
5	133	525	303	18	98	0.130	0
5	2461	747	497	14	60	0.330	0
4	4458	674	458	18	88	0.460	0
3	1102	1392	350	11	62	0.330	0
8	373	744	91	19	115	0.490	0
7	4971	1225	86	7	80	0.440	1
5	4702	1935	287	12	94	0.170	0
4	757	1739	436	15	92	0.100	0
3	3109	1794	402	9	85	0.080	1
5	4399	922	482	16	78	0.030	0
8	3581	754	29	9	109	0.370	0
6	2213	848	201	16	100	0.220	0
6	817	1077	469	16	69	0.110	0
4	3041	1980	86	6	89	0.440	0
8	4468	1622	120	6	116	0.410	1
5	1920	840	193	11	85	0.040	0
6	4218	880	460	12	50	0.410	0
8	1414	1593	2	14	80	0.490	0
4	2088	545	429	14	117	0.320	1
8	1428	1999	184	11	111	0.010	0
7	1886	1791	42	12	116	0.300	0
5	4316	1929	56	9	68	0.430	0
5	1783	1597	53	14	119	0.490	0
4	581	1635	419	17	78	0.340	0
6	1830	1838	164	7	112	0.110	0
3	280	1353	490	7	57	0.350	0
8	4037	1958	351	10	90	0.370	1
7	3115	731	23	18	93	0.020	0
4	3413	1833	142	13	112	0.040	0
7	2414	646	296	11	63	0.100	0
4	4165	1716	384	15	106	0.040	0
6	959	1457	317	17	116	0.080	0
7	903	1573	78	9	68	0.370	0
8	3243	1409	403	18	52	0.290	0
8	4013	1883	50	13	96	0.020	0
7	2106	1259	137	13	74	0.070	0
3	2042	723	146	9	112	0.320	0
5	716	511	452	13	53	0.300	0
7	1209	1429	268	13	91	0.470	0
5	437	1279	229	9	114	0.110	0
7	1143	953	204	15	52	0.110	0
5	4514	1944	270	14	61	0.120	0
4	2112	1203	315	11	76	0.430	0
5	1313	1218	41	11	94	0.080	0
3	4323	1997	181	16	90	0.160	0
6	2570	1431	37	12	118	0.070	0
6	1886	1241	413	18	72	0.290	0
6	4834	549	64	8	117	0.330	0
8	1251	1852	252	8	84	0.180	0
6	3605	1369	361	15	82	0.110	0
8	532	993	4	11	85	0.140	0
8	3195	1243	103	8	108	0.270	0
6	1364	1484	358	18	58	0.060	0
6	2571	1466	149	17	65	0.460	0
8	1476	823	301	7	116	0.090	1
4	1002	548	420	14	65	0.270	0
8	4255	1002	452	15	109	0.480	1
6	4599	1569	422	19	86	0.410	0
4	2515	778	337	15	68	0.240	0
5	696	1805	402	12	53	0.200	0
3	3534	1137	266	7	67	0.210	1
3	1921	1497	47	19	58	0.430	0
3	1019	1750	404	9	73	0.210	0
6	462	955	378	13	52	0.450	0
5	167	886	208	12	75	0.080	0
6	1545	1223	309	19	98	0.370	0
8	255	1211	489	16	89	0.250	0
3	3690	884	418	7	107	0.170	1
5	3850	1195	253	15	80	0.290	0
8	4875	1122	204	9	99	0.170	1
8	139	1923	489	7	102	0.110	0
6	345	1234	449	10	57	0.410	0
3	2042	1104	139	18	61	0.360	0
6	922	1673	169	13	117	0.240	0
5	1222	1447	416	15	113	0.150	0
6	3326	558	341	11	71	0.410	1
8	4117	1752	238	13	119	0.370	0
8	1605	1997	99	16	116	0.390	0
7	2671	716	336	13	90	0.090	0
3	2556	1966	157	10	98	0.130	0
5	1011	1930	107	7	106	0.150	0
7	670	1819	323	13	95	0.310	0
7	591	1693	98	14	50	0.020	0
8	577	1621	327	6	72	0.100	0
8	663	566	87	10	91	0.300	0
7	628	1752	434	9	88	0.380	0
3	2579	758	441	16	110	0.250	0
5	4304	1489	217	6	64	0.010	1
4	1534	1413	240	16	98	0.230	0
7	3605	701	457	5	115	0.490	1
7	4095	1797	162	17	76	0.480	0
4	1148	566	88	19	63	0.230	0
5	1892	1580	85	19	80	0.390	0
6	1081	1600	247	17	114	0.110	0
3	361	1998	388	18	79	0.070	0
8	4513	645	134	17	68	0.310	0
3	1120	1448	376	5	107	0.120	1
3	4180	826	353	10	81	0.160	1
7	3449	1429	474	16	103	0.080	0
6	4915	1420	25	5	117	0.090	0
6	451	540	11	9	74	0.230	0
7	2874	1374	230	13	102	0.140	0
5	3469	1762	57	9	77	0.460	0
5	1432	558	260	9	80	0.030	0
4	2972	1798	127	16	118	0.130	0
3	1252	1665	94	14	60	0.440	0
7	3553	1723	146	5	83	0.340	1
6	4031	1506	443	12	58	0.160	0
5	2633	911	329	11	58	0.240	0
7	3264	1094	254	13	109	0.370	0
4	1240	1728	31	11	100	0.020	0
6	593	1110	495	7	89	0.130	0
8	4156	1123	241	6	111	0.160	1
3	624	1643	285	18	51	0.320	0
6	441	1837	329	17	87	0.340	0
4	115	1827	361	10	83	0.370	0
5	2630	1721	56	14	51	0.380	0
6	4832	1283	201	7	56	0.070	0
6	1923	1385	42	16	92	0.070	0
4	2036	1330	344	7	107	0.060	0
8	858	956	282	19	59	0.050	0
5	1448	1821	321	15	103	0.110	0
4	3421	980	365	9	74	0.290	1
6	3151	1871	153	16	111	0.490	0
6	2682	1119	247	5	96	0.210	1
8	2804	1583	224	8	66	0.300	0
8	2281	745	86	15	52	0.300	0
4	793	611	340	14	94	0.390	0
4	1150	1192	17	12	55	0.340	0
6	1683	993	90	7	71	0.020	0
4	4145	1108	47	18	70	0.140	0
3	3446	551	114	6	87	0.480	1
5	1515	1065	439	9	52	0.200	0
7	642	1049	124	15	99	0.390	0
6	324	509	122	14	108	0.090	0
7	1818	614	79	10	85	0.260	0
5	372	1922	256	10	116	0.300	0
3	3775	1423	283	7	68	0.310	1
3	334	797	438	18	53	0.100	0
6	3705	1704	299	10	56	0.230	0
6	2957	1250	170	10	80	0.150	0
3	2977	1623	370	16	110	0.240	0
5	3964	1379	265	13	102	0.490	0
8	1825	1215	346	12	104	0.180	0
8	542	1176	480	10	54	0.100	0
7	1420	740	54	6	114	0.340	0
4	2027	1052	363	8	89	0.260	1
6	726	1028	390	5	70	0.140	0
4	2595	899	9	13	60	0.480	0
6	3715	917	303	8	93	0.080	1
4	3697	767	265	5	101	0.050	1
8	2329	1117	466	18	56	0.240	0
7	2941	1587	293	15	66	0.160	0
6	976	1230	358	15	111	0.190	0
3	4000	977	217	17	72	0.070	0
4	1698	1642	139	17	96	0.480	0
7	2373	1177	420	15	97	0.030	0
8	100	1165	455	16	89	0.130	0
7	4367	1074	19	6	62	0.420	0
8	665	666	316	15	114	0.410	0
3	226	1250	191	8	107	0.180	0
3	3902	1128	165	13	67	0.050	0
8	2515	651	69	11	50	0.310	0
8	741	1071	450	5	60	0.460	1
5	2719	735	357	19	78	0.100	0
5	419	1363	17	16	90	0.280	0
6	498	596	445	16	92	0.400	0
3	1010	990	65	16	98	0.140	0
4	1930	1441	252	10	112	0.300	0
3	2446	1380	48	13	61	0.250	0
8	809	1731	56	9	90	0.150	0
8	3202	1236	422	5	60	0.320	1
3	2188	1206	177	7	58	0.450	0
6	556	891	204	18	91	0.220	0
8	2707	1835	423	13	62	0.090	0
8	3133	1847	267	13	70	0.420	0
8	4647	1175	133	7	112	0.070	0
8	649	1163	126	5	57	0.380	0
6	2711	956	351	9	91	0.030	1
6	1325	1369	202	12	103	0.280	0
3	1978	1701	414	17	84	0.400	0
8	1243	1816	14	9	98	0.250	0
7	4348	1498	249	6	57	0.170	0
8	1789	1926	241	19	58	0.420	0
7	2891	1992	284	19	87	0.250	0
7	2266	668	48	8	101	0.010	0
4	1879	533	182	13	114	0.240	0
3	1852	522	288	14	88	0.280	0
8	2155	1674	478	13	101	0.310	0
6	908	771	101	19	83	0.100	0
6	3140	1510	231	6	117	0.010	1
3	2265	882	215	10	99	0.130	0
5	4525	609	498	9	119	0.210	1
6	1566	1499	446	5	53	0.050	1
3	2404	825	44	17	118	0.220	0
3	3574	1564	462	9	97	0.020	1
8	864	1900	37	16	50	0.070	0
4	3004	829	305	13	62	0.090	0
4	3739	891	399	12	64	0.250	0
4	984	913	279	7	77	0.260	0
6	1381	1160	347	17	66	0.440	0
4	3990	1007	374	9	104	0.340	1
4	3918	1362	67	15	95	0.420	0
4	1969	650	223	6	87	0.230	1
5	3604	1773	249	5	77	0.220	1
6	4021	1477	41	9	75	0.260	0
6	3296	1562	67	7	83	0.050	0
3	608	1123	435	7	92	0.160	0
6	442	778	65	7	103	0.260	0
6	539	1702	107	14	99	0.370	0
3	1027	647	91	5	72	0.440	0
5	3960	923	443	7	88	0.470	1
7	2243	1425	244	12	65	0.370	0
3	2688	908	228	10	79	0.420	0
4	1097	1404	433	17	97	0.490	0
8	1348	1636	262	18	73	0.080	0
7	2718	1188	265	16	54	0.170	0
6	3091	691	420	7	94	0.070	1
3	2977	1624	85	7	103	0.410	0
7	4297	1790	60	14	64	0.260	0
8	3503	961	259	16	65	0.040	0
8	1216	797	240	18	84	0.110	0
3	388	1627	263	16	98	0.300	0
4	2866	908	224	16	87	0.240	0
8	4830	1764	34	13	89	0.030	0
8	3807	1527	162	8	74	0.430	0
6	4586	1002	161	17	94	0.330	0
6	2915	697	229	8	110	0.370	1
3	3218	1962	23	5	51	0.370	0
8	2078	1260	324	19	74	0.100	0
7	3538	1025	223	19	83	0.020	0
4	3486	768	53	11	85	0.310	0
3	341	1828	257	6	119	0.110	0
6	4186	1478	433	9	100	0.400	1
4	3757	1541	304	10	100	0.090	0
7	4074	1261	178	15	52	0.140	0
6	986	1155	289	16	52	0.180	0
3	1196	650	234	11	97	0.420	0
4	205	1586	348	16	105	0.360	0
8	2578	1796	171	15	50	0.380	0
6	437	1533	61	9	77	0.060	0
5	4963	1776	144	6	93	0.040	0
8	2897	1050	126	12	76	0.390	0
6	1341	1360	470	14	80	0.080	0
8	4546	1546	424	18	50	0.300	0
8	860	1929	93	15	114	0.350	0
5	4133	1315	105	5	110	0.080	1
8	4888	1224	83	19	50	0.020	0
3	727	1934	328	14	57	0.160	0
7	1204	1716	163	6	88	0.040	0
4	2926	1146	469	6	108	0.050	1
5	215	1432	246	19	110	0.440	0
4	4279	1124	202	19	83	0.390	0
4	4290	834	161	11	106	0.110	0
5	294	683	160	19	59	0.100	0
8	2227	1746	225	9	110	0.320	0
4	1834	1865	177	5	97	0.270	0
4	2873	508	449	16	78	0.430	0
8	2820	1066	78	11	71	0.290	0
5	855	805	157	11	87	0.220	0
3	3847	1413	355	16	113	0.190	0
7	658	1839	493	5	80	0.190	0
6	1174	1295	412	16	119	0.300	0
8	4747	1290	155	15	70	0.240	0
6	680	823	481	10	53	0.010	0
4	4041	1242	176	7	118	0.010	1
4	1405	845	349	17	68	0.120	0
4	398	1443	185	9	59	0.160	0
7	1641	834	269	11	90	0.020	0
8	1338	521	113	13	54	0.230	0
8	4045	1307	426	12	77	0.030	0
5	989	1017	452	19	52	0.370	0
3	2148	1811	473	17	103	0.290	0
8	2298	1721	258	10	100	0.330	0
6	3817	867	47	17	104	0.370	0
8	1821	1057	217	10	55	0.280	0
5	3250	1689	27	7	59	0.070	0
3	2758	658	150	12	90	0.470	0
5	130	620	9	6	101	0.150	0
8	2508	1903	301	9	68	0.350	0
4	2293	1989	332	13	115	0.110	0
6	1465	1477	152	12	67	0.060	0
5	4845	1484	62	13	80	0.270	0
6	2319	1985	143	8	55	0.040	0
4	2053	1463	258	11	54	0.380	0
3	4798	1338	128	7	56	0.420	0
7	110	561	93	7	80	0.220	0
7	2632	1552	94	7	51	0.460	0
8	148	859	88	5	97	0.250	0
5	1791	1794	92	18	58	0.340	0
7	1955	1153	237	17	96	0.340	0
7	3291	1206	464	14	73	0.150	0
5	1955	1366	297	16	60	0.280	0
7	1265	503	34	9	57	0.270	0
7	747	1627	66	16	69	0.490	0
3	1289	1950	243	18	57	0.380	0
6	2611	817	460	14	116	0.200	1
5	1831	1923	187	11	85	0.090	0
7	2344	1095	159	10	51	0.130	0
7	3336	647	218	18	116	0.110	0
3	2483	1582	217	8	73	0.150	0
4	1427	717	80	14	75	0.140	0
6	1802	744	481	8	86	0.250	1
7	1879	1526	456	10	68	0.460	0
6	103	1969	28	10	61	0.240	0
7	4900	1486	218	19	117	0.180	0
5	401	950	389	6	85	0.120	0
7	955	1705	80	15	73	0.130	0
7	1992	521	427	17	61	0.490	0
7	2774	688	265	15	93	0.270	0
8	3451	641	83	14	104	0.280	0
5	3528	1420	483	17	54	0.310	0
6	4104	531	372	9	61	0.150	1
3	1987	559	29	15	104	0.320	0
7	460	923	350	6	57	0.010	0
8	1649	1046	285	15	118	0.170	0
4	2195	979	6	12	73	0.450	0
7	982	740	93	10	102	0.070	0
4	1358	710	303	9	62	0.410	0
6	3954	1280	63	16	52	0.150	0
7	1149	1081	473	17	83	0.160	0
4	1820	1658	106	13	70	0.080	0
6	2412	1696	168	19	119	0.320	0
5	2917	1606	448	19	73	0.300	0
6	1007	1384	172	19	84	0.360	0
8	3924	1985	156	14	59	0.220	0
7	3265	666	415	6	63	0.420	1
7	1470	1037	160	19	80	0.170	0
6	4534	895	384	9	51	0.430	0
6	2652	1517	462	10	99	0.340	1
6	529	1027	389	5	67	0.070	0
5	1927	1687	198	18	58	0.180	0
8	1550	1689	473	7	74	0.230	1
5	1814	792	188	8	85	0.080	0
3	105	1559	177	15	53	0.130	0
8	3253	1872	470	18	81	0.110	0
4	2350	1864	38	5	68	0.090	0
4	1378	1937	321	15	112	0.310	0
3	1555	1291	358	13	57	0.150	0
8	560	583	433	13	107	0.100	0
4	2174	1958	286	9	99	0.370	0
3	1910	1871	295	17	101	0.130	0
5	1692	1787	40	5	73	0.440	0
5	1244	515	424	12	78	0.380	0
7	801	1948	35	6	70	0.210	0
4	2157	1452	270	9	107	0.210	0
6	1853	660	348	18	107	0.360	0
5	4515	546	137	11	90	0.150	0
7	946	635	444	9	65	0.420	1
5	1032	581	199	17	102	0.460	0
5	1436	1747	97	7	96	0.130	0
6	230	1909	294	10	99	0.340	0
6	4426	1977	100	18	64	0.250	0
6	4936	1264	97	11	52	0.320	0
8	2090	619	341	13	117	0.210	1
4	3784	915	413	8	89	0.050	1
5	2167	1500	488	6	58	0.070	1
5	4347	1110	146	7	100	0.480	1
8	123	1699	258	16	115	0.130	0
3	2722	825	289	5	82	0.390	1
6	588	1645	418	14	52	0.450	0
4	1607	905	303	17	77	0.120	0
3	877	1993	96	9	114	0.210	0
6	4297	1139	131	5	84	0.200	1
8	1490	919	312	17	68	0.090	0
7	1959	1787	194	8	58	0.070	0
3	703	1335	32	19	94	0.420	0
8	4550	1452	415	13	115	0.330	1
7	1005	515	130	10	96	0.480	0
3	4897	834	282	16	109	0.160	0
4	4862	1012	333	10	83	0.250	1
4	1739	566	38	5	67	0.300	0
5	2237	1618	349	17	112	0.360	0
6	3022	786	84	8	119	0.400	1
8	1892	1140	88	8	90	0.190	0
7	2859	1707	136	7	110	0.070	0
5	1887	845	403	12	66	0.310	0
8	433	1952	84	5	52	0.430	0
7	635	1924	3	13	103	0.300	0
8	3736	1944	36	8	81	0.020	0
3	3172	774	148	15	84	0.410	0
8	103	1932	443	6	101	0.180	0
3	4985	1605	274	7	70	0.170	1
7	3482	955	289	8	59	0.120	0
4	3457	1907	207	6	89	0.040	0
8	285	1943	429	16	94	0.380	0
6	1005	503	107	17	100	0.400	0
4	3409	1488	145	14	60	0.410	0
5	4097	1514	164	10	72	0.290	0
5	3528	1686	23	11	105	0.270	0
6	1741	617	194	7	55	0.470	1
4	1496	874	71	15	103	0.080	0
4	964	666	250	15	91	0.180	0
4	536	1296	433	16	69	0.160	0
7	2410	616	155	14	68	0.400	0
4	4782	1178	481	19	108	0.260	0
8	2989	1703	387	19	55	0.480	0
6	2410	1960	334	8	87	0.150	0
5	2505	683	189	10	59	0.140	0
4	2197	1858	174	6	73	0.070	0
8	1735	1691	200	5	91	0.380	1
8	1581	958	317	7	108	0.300	1
6	4849	1956	269	10	82	0.020	0
7	3331	649	381	13	94	0.240	1
5	1601	1797	349	10	86	0.400	0
3	1808	949	29	5	62	0.150	0
5	1991	899	175	7	81	0.230	0
4	3343	1411	239	13	87	0.040	0
3	1487	1491	250	11	112	0.130	0
4	2740	1073	138	7	106	0.290	0
5	2571	837	124	19	93	0.250	0
8	3833	1778	399	10	100	0.200	1
6	1353	1394	237	6	73	0.090	0
4	4914	1054	90	14	90	0.010	0
8	3888	730	164	18	100	0.400	0
6	3810	1138	177	19	95	0.230	0
4	208	1440	382	5	101	0.300	0
3	2951	1952	45	12	53	0.120	0
6	2092	1795	388	17	91	0.080	0
5	3996	762	320	14	51	0.300	0
3	3096	660	458	6	80	0.320	1
8	2085	773	52	11	93	0.230	0
6	1115	1514	473	7	114	0.110	0
8	3990	1742	389	9	70	0.030	0
6	3242	1629	267	9	116	0.030	0
3	1989	1499	49	8	97	0.260	0
7	3184	1558	158	13	110	0.150	0
5	4945	819	260	13	95	0.280	0
3	1659	1929	173	18	72	0.060	0
4	1761	532	107	18	95	0.300	0
5	3778	1648	349	5	91	0.240	1
7	846	1522	491	11	84	0.420	0
4	705	808	262	12	106	0.070	0
7	4307	1973	362	5	79	0.190	1
6	1061	655	81	10	98	0.200	0
6	4984	786	332	8	104	0.410	1
4	4822	1821	177	9	86	0.240	0
7	3646	550	153	14	67	0.110	0
8	4588	1796	6	19	110	0.040	0
7	504	1811	329	15	59	0.420	0
4	2491	852	298	12	61	0.250	0
5	4019	1676	218	7	116	0.350	1
8	268	878	44	10	50	0.360	0
4	3382	1106	70	14	77	0.480	0
5	4960	1079	494	16	51	0.200	0
4	3562	1740	283	9	92	0.160	0
7	2472	925	319	5	62	0.340	1
6	3086	653	226	10	89	0.050	0
6	3380	1580	218	6	64	0.020	0
4	4593	783	83	19	58	0.030	0
7	1083	648	343	9	119	0.160	0
3	1888	1980	305	10	96	0.050	0
3	2296	837	464	7	79	0.370	1
3	899	1282	214	15	66	0.020	0
8	1525	1598	55	19	71	0.300	0
7	959	1534	56	6	56	0.380	0
3	2139	1675	278	18	51	0.140	0
3	1402	908	43	9	113	0.330	0
6	4696	1162	34	14	76	0.340	0
4	4133	1359	27	12	60	0.360	0
7	1638	1366	58	16	66	0.370	0
3	3717	540	4	8	50	0.140	0
3	1601	1760	129	18	74	0.070	0
8	4286	1041	384	14	50	0.110	0
6	3371	772	478	5	118	0.290	1
7	4067	1814	25	13	56	0.460	0
3	2355	1476	461	14	85	0.240	0
4	3454	1917	154	17	69	0.080	0
4	829	1766	492	6	113	0.130	0
5	2782	1578	87	9	113	0.050	0
5	2848	1676	496	16	89	0.140	0
6	1724	984	261	12	55	0.280	0
3	1514	1224	287	14	56	0.230	0
4	1741	1490	95	10	87	0.050	0
7	2198	1482	178	7	63	0.340	0
6	4287	807	407	13	59	0.130	0
8	3166	1283	252	19	103	0.480	0
7	3712	629	282	14	99	0.060	0
7	374	1186	116	7	83	0.420	0
4	2776	577	170	9	91	0.190	0
4	497	1478	321	7	87	0.010	0
8	1870	1332	84	5	84	0.480	0
5	3623	1304	384	6	59	0.050	1
5	1340	1915	60	9	112	0.440	0
4	1328	1393	437	17	86	0.120	0
6	3118	1431	340	14	118	0.150	0
5	4868	577	114	19	78	0.230	0
5	4146	1406	344	11	70	0.240	0
6	3925	781	494	12	96	0.110	1
3	2540	838	438	13	53	0.230	0
4	2819	1107	232	17	116	0.420	0
8	3269	1595	473	15	66	0.080	0
4	3873	1831	305	18	81	0.170	0
4	3665	1649	436	19	64	0.340	0
3	851	651	445	7	68	0.360	1
6	929	1715	474	16	55	0.210	0
3	666	798	380	17	51	0.320	0
5	2671	1713	25	11	92	0.280	0
7	3395	1395	140	6	115	0.120	1
6	2513	1057	139	10	108	0.430	0
5	2965	673	113	17	83	0.430	0
4	2910	1723	283	10	80	0.070	0
5	188	633	62	18	73	0.410	0
6	2361	1815	225	9	84	0.190	0
5	1036	933	317	14	88	0.120	0
6	4783	900	79	16	83	0.170	0
8	3254	1112	224	10	108	0.460	1
8	443	1021	119	17	102	0.210	0
5	3812	1872	250	16	85	0.150	0
3	2471	805	111	11	101	0.330	0
8	2788	1069	262	11	60	0.050	0
3	1573	582	57	13	62	0.140	0
3	312	1182	412	10	59	0.100	0
7	3419	500	86	6	104	0.320	1
7	4554	1201	84	19	106	0.330	0
5	651	1788	498	14	79	0.110	0
6	2493	528	7	5	113	0.450	1
5	1817	861	99	17	55	0.140	0
7	2374	1470	268	7	64	0.080	0
3	3130	1525	414	11	83	0.280	0
3	752	1950	405	6	73	0.350	0
5	1282	569	383	15	119	0.010	0
8	2096	1955	305	19	102	0.440	0
5	4006	927	241	19	68	0.180	0
4	2810	807	219	19	76	0.460	0
4	2047	1803	219	11	77	0.250	0
5	4666	1674	50	6	68	0.370	1
8	3286	523	468	8	71	0.030	1
6	1638	510	377	11	96	0.490	1
4	2140	527	483	11	52	0.250	1
8	295	1465	420	10	59	0.120	0
4	1377	664	98	8	53	0.260	0
8	1345	1090	303	12	80	0.070	0
4	1950	1970	212	19	74	0.270	0
8	2888	640	128	9	91	0.340	1
5	1608	941	457	17	53	0.180	0
5	1836	561	357	8	80	0.130	1
6	2720	694	450	14	57	0.080	0
4	2139	1659	340	9	76	0.090	0
6	1221	1361	126	19	58	0.400	0
3	728	755	130	5	93	0.080	0
6	1209	504	323	16	79	0.450	0
5	4908	950	230	11	74	0.490	0
4	192	1576	423	18	70	0.330	0
8	2950	1772	413	17	55	0.360	0
8	524	703	91	19	59	0.270	0
4	3483	1821	203	9	73	0.070	0
3	3838	1413	367	14	50	0.300	0
8	552	1790	107	12	67	0.370	0
6	1712	940	431	14	88	0.100	0
4	476	1558	353	19	77	0.440	0
8	747	582	254	18	70	0.180	0
4	4167	1049	246	15	51	0.210	0
4	4841	998	223	5	88	0.490	1
3	3760	1283	163	15	94	0.360	0
5	2102	895	423	7	51	0.200	1
3	2888	955	447	17	95	0.050	0
7	3328	727	368	18	96	0.100	0
3	4003	1336	263	17	83	0.370	0
8	2051	828	483	7	107	0.410	1
3	788	570	79	12	63	0.060	0
7	1257	1334	272	19	99	0.270	0
5	4376	1364	27	11	97	0.090	0
8	4775	805	187	14	100	0.190	0
3	3379	1501	191	19	102	0.200	0
3	1976	1433	369	14	70	0.310	0
8	762	1579	439	19	50	0.150	0
8	4179	1138	487	19	74	0.390	0
4	4985	1362	499	17	67	0.070	0
4	2057	1161	122	8	87	0.010	0
3	4540	516	436	16	71	0.350	0
5	3014	691	350	13	89	0.210	0
4	2998	1074	93	6	59	0.010	0
4	2417	829	365	18	109	0.250	0
8	3474	1918	410	10	81	0.460	1
3	1742	745	368	19	50	0.290	0
8	338	1398	179	12	90	0.010	0
6	2176	1705	316	7	53	0.380	0
4	4031	1329	206	13	92	0.450	0
5	4158	1679	343	14	118	0.150	0
7	936	1924	346	11	76	0.420	0
5	3940	1258	388	7	114	0.280	1
5	3042	1541	200	10	80	0.030	0
8	2375	1927	310	7	89	0.430	1
8	3530	1413	486	17	115	0.430	1
4	4430	1854	267	5	99	0.360	1
4	3697	1389	343	7	59	0.170	1
3	4902	1586	227	14	66	0.130	0
6	3365	854	219	13	57	0.370	0
7	330	620	377	9	71	0.390	0
4	2145	1156	169	6	59	0.040	0
7	3836	688	249	6	69	0.370	1
5	3635	1226	419	6	114	0.120	1
7	4650	982	226	13	62	0.320	0
4	2648	1077	69	13	66	0.310	0
4	2882	960	151	9	77	0.270	0
6	1893	1546	205	14	115	0.120	0
5	181	1858	462	8	98	0.240	0
3	698	865	409	13	81	0.490	0
4	331	1986	386	16	65	0.330	0
4	1016	1823	409	15	73	0.120	0
8	2678	1581	417	13	109	0.350	0
6	4377	1735	83	8	58	0.350	0
3	3815	768	121	13	113	0.490	0
7	4540	907	198	6	89	0.270	1
5	3563	1631	457	10	61	0.120	0
8	1727	1719	143	15	57	0.150	0
6	2296	1716	265	13	113	0.300	0
3	1869	698	32	9	62	0.200	0
3	2378	1655	427	8	109	0.060	0
3	1322	908	419	13	98	0.060	0
3	3794	749	182	8	97	0.470	1
7	3081	1239	291	9	74	0.390	1
8	1832	635	209	11	72	0.430	0
3	3903	559	398	15	102	0.420	1
6	4283	1246	178	6	117	0.490	1
5	2137	1758	324	11	75	0.300	0
3	4704	789	282	18	88	0.030	0
4	3051	1450	199	5	95	0.400	1
4	3099	1590	330	9	82	0.330	0
6	4745	1939	263	7	56	0.060	0
7	4979	1245	214	17	58	0.320	0
7	3198	1274	432	10	71	0.070	1
6	2346	827	69	6	81	0.010	0
4	1811	1103	4	6	79	0.430	0
7	4830	1857	156	16	91	0.400	0
7	2117	996	50	12	62	0.050	0
6	4695	1093	269	14	68	0.300	0
5	4915	945	369	12	98	0.260	1
6	3816	1621	384	5	113	0.360	1
4	3612	1446	315	9	62	0.270	0
5	2241	1598	262	11	106	0.030	0
4	514	723	101	13	64	0.230	0
5	2730	792	312	18	61	0.200	0
4	1599	1086	341	13	111	0.190	0
7	4713	1135	111	18	109	0.310	0
6	2324	1637	212	9	87	0.310	0
3	4565	1091	56	11	72	0.150	0
7	2908	1174	425	12	72	0.450	0
7	3057	751	447	8	87	0.360	1
7	2368	1881	272	5	93	0.160	1
6	4810	755	124	10	111	0.290	0
6	3474	1884	294	9	80	0.020	0
3	1450	1582	311	12	113	0.400	0
6	469	1524	194	8	102	0.410	0
7	288	991	330	16	89	0.090	0
4	1224	1702	218	17	91	0.060	0
6	4222	575	381	9	87	0.460	1
7	1539	552	63	17	73	0.410	0
7	3378	1538	251	5	98	0.220	1
6	3571	1264	8	9	74	0.120	0
5	4426	1284	194	16	91	0.240	0
3	4116	1668	137	5	93	0.270	1
8	3684	1017	344	17	58	0.200	0
6	1968	966	323	5	117	0.050	1
7	2247	1189	375	15	96	0.210	0
4	2938	1479	338	15	68	0.220	0
6	3131	533	115	18	91	0.180	0
5	1737	693	5	5	81	0.480	0
8	3821	1087	451	12	86	0.490	1
7	1952	720	490	19	54	0.180	0
3	3262	559	99	6	69	0.060	0
3	4682	763	393	10	69	0.230	1
6	3098	1345	399	5	83	0.350	1
6	4733	1298	374	15	70	0.410	0
5	4985	586	405	10	50	0.190	0
7	4441	1574	288	11	62	0.150	0
